Index,Sentence
3491,And I go to the Badinh square to see the national flag rise .
3492,But many people go there earlier to exercise .
3493,"After the dysacousia whistle , the national anthem is sung strongly"
3494,Everybody has a decent and dignified stand and remain silent through the song .
3495,when the flag is on the top of the flag tower is the right time to finish the anthem .
3496,I 'm really excited right now ! ! !
3497,Actually my boyfriend can correct my essays but I do n't want to ask him . . . because it 's a little bit embarrassing .
3498,So I 'm using this site to improve my English skills .
3499,I think I 'll write a blog entry from time to time .
3500,And I 'm going to post a TOEFL writing essay as well : )
3501,I am embarrased to say that I am not good at English but love to learn it .
3502,"Besides that if you want to learn Japanese , I would happy to help you ,"
3503,"Well , let me cut my redundant introduction here and make some comments on latest news which drew my attention ."
3504,"According to Japanese TV news , some 46000 people return to Japan after spending their golden week holiday in a foreign country ."
3505,"Due to threat of swine flu , many people including nurses and airport staff check travelers ."
3506,I saw one of those travelers returning from mexico complained of the hassle at the airport .
3507,but he should n't have gone if he did n't want to complain .
3508,Remember that goverment warned against all non - essential travel in advance and there are some people working on this case now instead of spending vacation .
3509,Changing My Mind
3510,We finally decided on when we 're going to move .
3511,"We will move to another place on three consecutiveholidays : the 21st , 22nd & nbsp ; and 23rd of November ."
3512,"Therefore , I must pack all thestuff in my house alone in twenty days ."
3513,It sounds really tough and hard & nbsp ; for me . . . . . .
3514,I guess that my daughter will sometimes will help me but I do n't expect it .
3515,"In addition , if someone helps me , I will get confused about the contents of theboxes which I do n't pack by myself ."
3516,"Therefore , I want to pack them alone ."
3517,I 'm sure that I must pack over 200 boxes .
3518,Oh my gosh ! ! ! !
3519,"As we prepare to move , I will throw away all unnecessary things ."
3520,I know that there are a bunch of boxes which I have n't opened yet which I will after I moved here .
3521,"While I 've lived here , I bought a lot of things ."
3522,I regret the money I wasted to buy unnecessary things .
3523,Are you a person who can throw away unnecessary things ?
3524,In my case I 'm stingy and I ca n't boldlythrow things & nbsp ; away .
3525,And I 've kept a lot of cardboard boxes which have not been opened yet
3526,I will throw away all those boxes this time .
3527,I want to change my mind and be a better house manager .
3528,My home is very old . It was constructed more than thirty five years ago .
3529,"However , I like my home because it is very attractive !"
3530,One of the reasons is because of how kind the residents are .
3531,"Sometimes they scold him , but it is always tenderly because of his innocence ."
3532,"So I feel that many residents watch out for my son , and I 'm really thankful ."
3533,However I have to move in a few weeks !
3534,The new home is not so far from here and it has a more modern decor .
3535,"However , I have a confidence that I will miss my present sweet old home in the nearly future ."
3536,"I moved into Burwood , located in the western suburb of Sydney ."
3537,There are many Chinese in the city .
3538,"I have been to some other suburbs such as Silverwater , and Strathfield . I do have not have any information about them ."
3539,"However , it was more peaceful ."
3540,"I entered here as short - term stay . It is similar to being a backpacker , so I had to buy my own food ."
3541,"Luckily , it was near to Woolworth from my accommodation , so it was easy to buy food ."
3542,"As a result , I became acity person ."
3543,"When I lived in South Korea , I lived in the countryside ."
3544,It would take long time to adapt myself to this new life .
3545,I feel good now because the atmosphere is silent
3546,I drank too much and now I have a headache .
3547,But I had such a great night because I enjoyed eating Italian food and drinking .
3548,I expected to be hammered .
3549,I 've never had a headache while drinking .
3550,I 'm kind of shocked because I believe myself to be a poor drinker .
3551,I 'm absolutely indiscriminate when it comes to music and I can listen to everything from pop to classical music .
3552,I just laughand tease her that she is like a man .
3553,"I went with her , but just to hang out in Moscow ( I only like Metallica with the symphony orchestra and some ballads as well ) ."
3554,"This spring she is going to go to Helsinki , Finland to see Iron Maiden and she ca n't wait !"
3555,My first diary entry in English
3556,My occupation is a designer who makes a promotional movie in a certain game company .
3557,"I like reading ( foreign novels in particular ) , collecting figurines and surfing the internet ."
3558,I 'll write about those things in the diary .
3559,First time coming here
3560,There was a typhoon last night .
3561,"But today , is very funny ."
3562,I could see Mt .
3563,"It has a lot of snow , and it look very beautiful ."
3564,I mean I decided to use the paid study hall that my younger brother goes to .
3565,"At first , I could n't access the internet . by wireless LAN at the study hall ."
3566,But I have been able to access it the internet since I had complained to a janitor . of the study hall about that .
3567,Here it is quiet and comfortable for studying and working .
3568,I can put aside every temptations and break away from the crowd whenever I am here .
3569,I am now able to understand that why my brother goes there everyday .
3570,"By the way , I think the janitor of the study hall have has nothing to do all the time ."
